Iteration,Training Loss,Validation Loss,Weights Norm
0,0.6235839043083828,0.6236043039738424,0.17593059575439968
1,0.5784587946399741,0.5786026253190496,0.2615494127308219
2,0.5410399270189276,0.5411267460073272,0.365987647091357
3,0.5089634086556225,0.5090351153497102,0.4620084219679955
4,0.48124558597009964,0.48132849600218985,0.5531112517206392
5,0.457174039915021,0.4572675482148236,0.6382187291391105
6,0.4361746064497365,0.4362778154479961,0.718014553459427
7,0.41777411038394,0.4178863042165711,0.7928226944405785
8,0.401580733840517,0.40170134568496857,0.8630795370485403
9,0.38726920611236915,0.3873977737410593,0.9291687208814331
10,0.37456879378937236,0.37470492929666677,0.9914496251484859
11,0.3632534505443895,0.36339682234473214,1.0502472481067522
12,0.3531337862584661,0.3532841064051281,1.1058552464648386
13,0.34405053289855286,0.34420754822515753,1.1585378544115847
14,0.33586923746016223,0.33603272302459597,1.2085326279020379
15,0.3284759508670774,0.3286457049797538,1.2560531415501253
16,0.3217737219685202,0.3219495623272496,1.3012915598963823
17,0.31567974068571464,0.3158615013149074,1.344420997334286
18,0.3101230042301782,0.3103105330207005,1.3855976454759957
19,0.3050424050399042,0.3052355617480004,1.424962669552971
20,0.30038515921858455,0.30058381382231375,1.4626438877573862
21,0.29610551048468514,0.296309541823085,1.4987572526124908
22,0.2921636576157923,0.29237295225443166,1.533408154988138
23,0.2885248637173961,0.2887393149970718,1.5666925709810453
24,0.28515871387400404,0.28537822110885414,1.5986980705354317
25,0.2820384942840919,0.28226296208247104,1.6295047049304763
26,0.2791406711873849,0.2793700088742111,1.6591857884039816
27,0.27644445204214063,0.27667857316554484,1.6878085873747644
28,0.2739314147227914,0.2741702366311263,1.7154349290479565
29,0.27158519315931157,0.27182863663711554,1.7421217396708197
30,0.2693912099666972,0.26963919892023974,1.7679215213597588
31,0.26733644832434555,0.2675889095090092,1.7928827752364438
32,0.26540925674615756,0.2656661195292315,1.8170503775800522
33,0.2635991814999923,0.2638603776535279,1.840465914808512
34,0.26189682234264544,0.2621622858619032,1.8631679823285925
35,0.260293707975627,0.2605633749193689,1.8851924516276184
36,0.25878218823080734,0.25905599658028466,1.9065727094045666
37,0.2573553404897825,0.2576332300237664,1.9273398720427792
38,0.25600688824749956,0.25628880043111096,1.9475229782994998
39,0.2547311300659732,0.2550170079514125,1.9671491627191913
40,0.2535228774411832,0.2538126655787491,1.9862438119598582
41,0.2523774003361806,0.25267104469420437,2.0048307059470822
42,0.25129037932467707,0.251587827217204,2.0229321455331224
43,0.25025786344890893,0.25055906347012735,2.0405690681328688
44,0.24927623302899007,0.24958113499355267,2.057761152630169
45,0.24834216677286305,0.24865072166136665,2.0745269146933025
46,0.24745261263005985,0.247764772539053,2.0908837935037083
47,0.24660476191181338,0.24692048000778938,2.1068482307848475
48,0.24579602626712357,0.24611525674402998,2.1224357429157714
49,0.24502401716120423,0.24534671520106482,2.1376609868245713
50,0.24428652755100533,0.24461264928730456,2.152537820278688
51,0.24358151549360468,0.24391101797713038,2.1670793571204547
52,0.24290708945833844,0.24323993062521962,2.181298017936083
53,0.24226149514354156,0.24259763378525237,2.1952055765933505
54,0.24164310362449354,0.2419824993596229,2.2088132030366574
55,0.24105040068126007,0.24139301392887366,2.222131502686966
56,0.24048197717414893,0.24082776912859014,2.2351705527578782
57,0.23993652035091134,0.24028545295790965,2.247939935766925
58,0.23941280598401402,0.239764841917982,2.260448770492713
59,0.23890969124859246,0.23926479389101085,2.272705740603297
60,0.2384261082623707,0.2387842416811697,2.2847191211587186
61,0.2379610582181022,0.2383221871479612,2.296496803170689
62,0.23751360604717062,0.23787769587066476,2.3080463163845755
63,0.23708287556003835,0.2374498922895715,2.3193748504330216
64,0.23666804501539523,0.23703795527586333,2.330489274496305
65,0.23626834307525843,0.2366411140873952,2.3413961555918847
66,0.23588304510800878,0.23625864467237037,2.352101775604199
67,0.23551146980551066,0.23588986628706016,2.3626121471555983
68,0.23515297608412075,0.2355341383973788,2.372933028410143
69,0.23480696024262276,0.23519085783735233,2.383069936893749
70,0.23447285335296847,0.23485945620036608,2.393028162406781
71,0.23415011886222808,0.23453939744159708,2.4028127790984954
72,0.2338382503863817,0.23423017567226304,2.4124286567667172
73,0.23353676967855957,0.23393131312830037,2.4218804714407023
74,0.23324522475609538,0.2336423582978358,2.431172715300186
75,0.2329631881723182,0.23336288419337872,2.440309705979203
76,0.2326902554203972,0.23309248675605027,2.4492955952991955
77,0.23242604345779244,0.23283078338040308,2.458134377472262
78,0.23217018934097192,0.23257741154949355,2.466829896812101
79,0.23192234896104197,0.23233202757085372,2.4753858549871404
80,0.2316821958718239,0.2320943054048969,2.483805817847619
81,0.23144942020270126,0.23186393557808233,2.4920932218558667
82,0.23122372764927376,0.23164062417387496,2.500251380146742
83,0.23100483853549197,0.23142409189517554,2.5082834882431064
84,0.23079248694152107,0.23121407319246878,2.516192629449301
85,0.23058641989209822,0.23101031545245587,2.523981779943852
86,0.23038639660061397,0.23081257824240126,2.531653813591043
87,0.23019218776456857,0.23062063260584492,2.539211506489508
88,0.23000357490843237,0.23043426040570997,2.54665754127469
89,0.22982034977028257,0.23025325371117775,2.5539945111907665
90,0.22964231372889957,0.23007741422501446,2.561224923946498
91,0.22946927726828567,0.2299065527483118,2.5683512053684625
92,0.2293010594768253,0.2297404886798608,2.5753757028641338
