Iteration,Training Loss,Validation Loss,Weights Norm
0,0.34529693993375543,0.3453015127765594,0.7085157379428957
1,0.3022891903359933,0.30229849083592747,0.6051514043327734
2,0.2771074588505097,0.27712039445531095,0.5332617175595253
3,0.26603423880483784,0.266049422002048,0.498696440602404
4,0.2611624107448967,0.2611791140840172,0.4938080254369339
5,0.25796759936735614,0.2579859543176724,0.5039623392984297
6,0.2553298298117628,0.25535012412787317,0.5193497424710112
7,0.25305059277257447,0.2530729621512251,0.536073703700348
8,0.2510626135752517,0.2510870854653323,0.5528706810384966
9,0.2493197607987084,0.24934631861890283,0.5693230963257073
10,0.24778475181057513,0.24781336495003498,0.5852748869066999
11,0.24642673151579833,0.24645736625757006,0.6006614889013225
12,0.24522001776461747,0.24525264077647693,0.615457905869172
13,0.24414315797940106,0.24417773725415862,0.629660029665857
14,0.24317817150999596,0.24321467649977008,0.6432761646082941
15,0.24230993477031273,0.24234833629333347,0.6563222997096184
16,0.24152568135417227,0.2415659514553256,0.668819125334333
17,0.24081459526990484,0.24085670708729504,0.6807900434981466
18,0.24016747950107628,0.24021140715077047,0.6922598157471871
19,0.23957648541551196,0.23962220389491334,0.7032536434887935
20,0.23903489130725059,0.23908237641461166,0.7137965484657924
21,0.23853692063566148,0.23858614890290095,0.723912963368905
22,0.23807759238376464,0.23812854102008157,0.7336264699093066
23,0.23765259745744519,0.2377052443016603,0.7429596402347698
24,0.23725819625009636,0.23731251973004658,0.751933950468844
25,0.2368911334583322,0.2369471125559671,0.76056974421202
26,0.2365485670008905,0.23660618122197902,0.7688862302492032
27,0.23622800850380193,0.23628723785135658,0.7769015032571678
28,0.23592727330213434,0.23598809825282224,0.7846325795483663
29,0.23564443829768064,0.23570683978061707,0.792095442205696
30,0.2353778063231952,0.23544176570061642,0.7993050916240281
31,0.23512587591331363,0.23519137496271045,0.8062755986667582
32,0.234887315582862,0.23495433648022238,0.8130201585024034
33,0.23466094187491177,0.23472946717878357,0.8195511438018153
34,0.23444570057160505,0.2345157132077392,0.8258801564183493
35,0.23424065056670593,0.23431213381308824,0.8320180769894971
36,0.23404494998497594,0.23411788745710038,0.8379751121238023
37,0.2338578442037366,0.23393221984001195,0.8437608389963106
38,0.2336786554894704,0.2337544535366931,0.8493842472874817
39,0.23350677400949366,0.23358397900835434,0.8548537784775411
40,0.23334165001757104,0.2334202467882,0.8601773625602469
41,0.23318278704441092,0.23326276067199642,0.8653624522739563
42,0.2330297359505317,0.23311107177107596,0.8704160549687809
43,0.23288208972104493,0.2329647733073467,0.8753447622402678
44,0.23273947890026578,0.23282349604823596,0.8801547774651122
45,0.23260156757940237,0.23268690429483518,0.8848519413749261
46,0.23246804986342157,0.2325546923493492,0.8894417558014798
47,0.23233864675397647,0.2324265813987386,0.8939294057221552
48,0.2322131033943639,0.2323023167605165,0.8983197797283727
49,0.23209118663014613,0.23218166544432553,0.9026174890330261
50,0.23197268284556066,0.23206441398940117,0.9068268851258499
51,0.2318573960413429,0.2319503665435298,0.9109520761784671
52,0.23174514612427188,0.2318393431537852,0.9149969422937604
53,0.23163576738273375,0.2317311782433178,0.9189651496873527
54,0.23152910712601113,0.23162571925187664,0.9228601638824152
55,0.2314250244679222,0.23152282542066532,0.9266852619928144
56,0.23132338923793974,0.23142236670463734,0.9304435441637808
57,0.23122408100507358,0.2313242227974935,0.9341379442338354
58,0.23112698820165528,0.2312282822565014,0.9377712396766598
59,0.2310320073357668,0.23113444171586237,0.9413460608769
60,0.23093904228243956,0.23104260517874078,0.9448648997895773
61,0.23084800364495198,0.23095268337927233,0.948330118028777
62,0.230758808178594,0.2308645932069165,0.9517439544276328
63,0.23067137827017525,0.2307782571864244,0.955108532108236
64,0.2305856414673407,0.23069360300748762,0.9584258650970174
65,0.23050153005244772,0.23061056309882386,0.961697864518305
66,0.2304189806563588,0.23052907424205965,0.9649263443961578
67,0.23033793390803275,0.23044907722129868,0.9681130270922079
68,0.23025833411625643,0.23037051650473,0.9712595484050505
69,0.23018012898026785,0.23029333995503384,0.974367462354729
70,0.23010326932637618,0.23021749856570523,0.9774382456740518
71,0.23002770886800006,0.2301429462207277,0.9804733020267828
72,0.22995340398682257,0.23006963947530878,0.9834739659712428
73,0.22988031353300822,0.22999753735563436,0.9864415066864465
74,0.22980839864264233,0.22992660117581618,0.98937713147662
75,0.22973762257074917,0.22985679437039885,0.9922819890687732
76,0.22966795053841302,0.22978808234096265,0.9951571727169165
77,0.22959934959268083,0.22972043231551004,0.9980037231255299
78,0.2295317884780596,0.22965381321945774,1.0008226312039754
79,0.2294652375185416,0.22958819555717502,1.0036148406627103
80,0.2293996685091987,0.22952355130311544,1.00638125046139
81,0.2293350546164828,0.22945985380168335,1.009122717118237
82,0.22927137028645297,0.2293970776750615,1.0118400568893933
83,0.22920859116023,0.22933519873829974,1.014534047826377
84,0.2291466939960427,0.22927419392103338,1.017205431719199
85,0.2290856565972951,0.22921404119525968,1.0198549159321737
86,0.22902545774613609,0.22915471950865413,1.0224831751389916
87,0.22896607714206266,0.2290962087229566,1.025090852963162
88,0.22890749534513172,0.22903848955700176,1.0276785635295398
89,0.22884969372339556,0.22898154353400552,1.0302468929322488
90,0.22879265440420932,0.22892535293275568,1.0327964006239887
91,0.22873636022909363,0.2288699007423863,1.035327620731345
92,0.22868079471186126,0.22881517062044282,1.037841063300465
93,0.2286259419997449,0.22876114685397245,1.040337215477134
94,0.22857178683728482,0.22870781432339599,1.0428165426250555
95,0.22851831453275664,0.22865515846893997,1.0452794893858812
96,0.22846551092693962,0.22860316525942515,1.0477264806843103
97,0.22841336236404075,0.2285518211632267,1.0501579226813702
98,0.2283618556646081,0.22850111312123622,1.0525742036787928
99,0.2283109781002794,0.2284510285216698,1.0549756949772209
100,0.22826071737022527,0.22840155517658026,1.0573627516908013
101,0.2282110615791578,0.22835268129994263,1.0597357135205758
102,0.22816199921678743,0.22830439548719322,1.0620949054889222
103,0.22811351913861766,0.22825668669611296,1.064440638637166
104,0.2280656105479797,0.22820954422895312,1.0667732106883592
105,0.22801826297921401,0.22816295771571166,1.0690929066770918
106,0.22797146628191572,0.22811691709847462,1.0713999995481012
107,0.22792521060616483,0.22807141261674468,1.0736947507253416
108,0.22787948638867156,0.22802643479368387,1.0759774106530622
109,0.22783428433976968,0.22798197442320522,1.0782482193103786
110,0.227789595431198,0.2279380225578517,1.0805074067007088
111,0.22774541088461403,0.22789457049740597,1.0827551933173882
112,0.227701722160788,0.22785160977818003,1.0849917905866953
113,0.22765852094943032,0.22780913216293525,1.0872174012894416
114,0.22761579915960767,0.227767129631391,1.089432219962233
115,0.2275735489107082,0.22772559437127873,1.0916364332794317
116,0.22753176252391763,0.2276845187699052,1.0938302204167996
117,0.2274904325141717,0.22764389540619062,1.0960137533977456
118,0.2274495515825535,0.2276037170431477,1.0981871974230542
119,0.22740911260910518,0.22756397662077404,1.1003507111849202
120,0.22736910864602716,0.22752466724932852,1.1025044471660714
121,0.22732953291123964,0.2274857822029679,1.1046485519247193
122,0.22729037878228153,0.22744731491371845,1.1067831663660417
123,0.2272516397905271,0.2274092589657623,1.1089084260008544
124,0.22721330961569777,0.22737160809001708,1.1110244611921094
125,0.22717538208065227,0.22733435615899067,1.1131313973898056
126,0.22713785114643606,0.22729749718189357,1.1152293553548864
127,0.2271007109075751,0.22726102529999292,1.1173184513726504
128,0.22706395558759812,0.2272249347821924,1.119398797456191
129,0.22702757953477343,0.22718922002082514,1.121470501540341
130,0.2269915772180478,0.22715387552764565,1.1235336676665812
131,0.22695594322317456,0.2271188959300096,1.1255883961593476
132,0.22692067224902046,0.22708427596722974,1.1276347837941483
133,0.2268857591040397,0.22705001048709716,1.12967292395788
134,0.22685119870290657,0.22701609444255927,1.13170290680172
135,0.2268169860632963,0.2269825228885441,1.1337248193869376
136,0.22678311630280704,0.2269492909789239,1.1357387458239736
137,0.22674958463601352,0.22691639396360858,1.1377447674050911
138,0.2267163863716461,0.22688382718576267,1.139742962730915
139,0.2266835169098877,0.22685158607913944,1.1417334078311367
140,0.2266509717397826,0.22681966616552365,1.1437161762796666
141,0.22661874643675,0.22678806305227953,1.1456913393044879
142,0.2265868366601984,0.22675677242999645,1.147658965892465
143,0.22655523815123368,0.22672579007022806,1.1496191228893395
144,0.22652394673045734,0.22669511182331953,1.1515718750951378
145,0.2264929582958494,0.22666473361631828,1.1535172853552045
146,0.22646226882073153,0.22663465145096434,1.1554554146470664
147,0.22643187435180753,0.2266048614017556,1.1573863221633185
148,0.2264017710072752,0.22657535961408493,1.1593100653907165
149,0.22637195497500837,0.22654614230244513,1.1612267001856509
150,0.22634242251080372,0.22651720574869785,1.1631362808461738
151,0.22631316993669054,0.22648854630040507,1.1650388601807287
152,0.22628419363929955,0.22646016036921793,1.1669344895737477
153,0.22625549006828866,0.2264320444293219,1.1688232190482455
154,0.2262270557348224,0.22640419501593514,1.1707050973255624
155,0.22619888721010298,0.2263766087238567,1.1725801718823767
156,0.22617098112395043,0.22634928220606398,1.1744484890051161
157,0.22614333416342963,0.22632221217235582,1.1763100938418893
158,0.2261159430715219,0.2262953953880394,1.178165030452044
159,0.22608880464584002,0.22626882867265996,1.18001334185347
160,0.22606191573738316,0.22624250889876998,1.1818550700677395
161,0.22603527324933204,0.22621643299073754,1.1836902561631935
162,0.22600887413588092,0.22619059792359106,1.185518940296059
163,0.22598271540110568,0.2261650007219,1.187341161749694
164,0.22595679409786654,0.22613963845868862,1.18915695897204
165,0.2259311073267433,0.22611450825438295,1.1909663696113675
166,0.22590565223500278,0.22608960727578836,1.1927694305503898
167,0.22588042601559621,0.22606493273509748,1.1945661779388208
168,0.2258554259061861,0.2260404818889267,1.196356647224445
169,0.22583064918820117,0.2260162520373799,1.1981408731827705
170,0.22580609318591774,0.2259922405231393,1.199918889945328
171,0.2257817552655676,0.2259684447305815,1.2016907310266753
172,0.22575763283447073,0.22594486208491799,1.2034564293501675
173,0.22573372334019154,0.2259214900513596,1.205216017272553
174,0.22571002426971884,0.22589832613430327,1.2069695266074385
175,0.22568653314866766,0.22587536787654133,1.2087169886476847
176,0.22566324754050263,0.22585261285849123,1.210458434186775
177,0.22564016504578208,0.2258300586974463,1.2121938935392058
178,0.22561728330142206,0.22580770304684578,1.2139233965599412
179,0.22559459997997955,0.22578554359556388,1.215646972662978
180,0.22557211278895434,0.22576357806721722,1.2173646508390559
181,0.2255498194701088,0.22574180421949014,1.219076459672557
182,0.22552771779880496,0.2257202198434764,1.220782427357627
183,0.22550580558335845,0.22569882276303876,1.2224825817135572
184,0.22548408066440842,0.22567761083418286,1.2241769501994564
185,0.2254625409143034,0.2256565819444479,1.2258655599282495
186,0.22544118423650192,0.22563573401231163,1.2275484376800296
187,0.2254200085649883,0.2256150649866099,1.2292256099147947
188,0.2253990118637021,0.22559457284597037,1.2308971027845974
189,0.2253781921259817,0.22557425559825975,1.232562942145132
190,0.22535754737402086,0.22555411128004382,1.2342231535667871
191,0.22533707565833866,0.2255341379560611,1.235877762345186
192,0.22531677505726125,0.2255143337187077,1.2375267935112393
193,0.22529664367641647,0.225494696687535,1.2391702718407316
194,0.22527667964823955,0.22547522500875877,1.2408082218634626
195,0.2252568811314907,0.22545591685477956,1.242440667871964
196,0.22523724631078332,0.22543677042371346,1.244067633929813
197,0.22521777339612367,0.22541778393893472,1.2456891438795543
198,0.2251984606224599,0.22539895564862739,1.2473052213502591
199,0.2251793062492422,0.22538028382534775,1.2489158897647257
